Word/Phrase,Description & Definition
ataata,"1, v.i. Loom (of shadowy shapes); shadows, reflections (fq. ata1). ‘E mea tērā e ataata ‘uā ra i raro i tērā pū rākau. there is something vague and shadowy there under that tree; nō te keukeu i te ataata i te rākau, nō reira ‘aia i manako ei ē ‘e tūpāpaku. because the shadows of the trees were moving, she thought it was a ghost. [ata1 RR.]"
ataata,"2, v.i., fq. ata2. Be afraid, take fright. ‘Auraka koe e ataata i te ‘aere i te ‘ārāvei iāia, ‘e tangata tauturu ‘aia i te aronga tei roko‘ia e te manamanatā. don’t be afraid to go and see him, he‘ll always help people who are in trouble; kua riri ‘aia kiāku i te ataata‘anga te moa. he was angry with me when the fowls became alarmed. [ata2 RR.]"
‘ata‘ata,", 1. v.i., fq. ‘ata1. Rest on top of something be propped up here and there, roost. Kāre i mako meitaki te kupenga i te tuku, nō reira i ‘ata‘ata ‘aere ei. the net wasn’t cast properly, so it has caught up here and there (on the rocks); kua ‘oro‘oro te ika ki va‘o i te ‘ata‘ata‘anga te kupenga. the fish escaped when the net snagged; ‘auraka ‘e ‘akatika i te moa kia ‘ata‘ata ki runga i teia pū rākau. don’t let the chickens roost on this tree; ‘e pū rākau ‘ata‘ata tēnā nō te moa, ‘auraka ‘e tīpū. that’s the fowls’ roosting tree, don’t cut it down. 2. n. Roost. Tē kakē ra te moa ki runga i tō rātou ‘ata‘ata. the chickens are going up to their roost. [‘ata1 RR.] ‘ātangaroa, n. The long-tailed cuckoo (Eudynamis taitensis) (‘Ātiu dial. = Rar. karavia). Tāupeupe te ūpoko o te ‘ātanga-roa. rock the head of the cuckoo. (See pātangaroa.)"
‘atamira,", n. The ceremonial litter, carved seat or throne of an ariki. Kua ‘akano‘o‘ia te ariki ki runga i te ‘atamira ē kua amo‘ia mei tēta‘i ‘ope i te ‘ōire ki tēta‘i. the ariki was installed on his throne and carried from one end of the village to the other. [‘ata1, -mira.] ‘atāmoa, n. Scaffolding. Kua ‘akatū‘ia te ‘atāmoa takapini i te ‘are nō te pēni‘anga i te patu. scaffolding was erected around the house for painting the walls; ‘e au rākau ma‘ani ‘atāmoa tēnā. those poles are to make scaffolding with. [‘ata1, moa1.]"
‘atarau,", n. 1. Altar, raised part of chancel where altar stands. Kua tuku rātou i ta‘ito i tā rātou ‘ātinga karakarātio ki runga i te ‘atarau ma te pūpū ki te Atua. in the old days they used to lay their offerings on the altar and offer them up to God. 2. Pulpit. Kua tū te ‘orometua i runga i te ‘atarau ē kua ‘akapa‘apa‘a i te ‘īmene. the pastor stood in the pulpit and announced the hymn. ‘ātava, n. Branch, twig. Paria tēnā ‘ātava, ‘e tautau roa ki raro. prune that branch off, it’s hanging down too low; ‘e rākau ‘ātava pakari tēnā. that tree has tough branches; tē tīpūpū ‘ātava ‘ānani marō nei māua. we‘re pruning the dead branches off the orange-trees. (See ‘ātavatava.) ‘ātavatava, n., pl. ‘ātava. Branches. ‘Eia‘a tēnā au ‘ātavatava rākau nā‘au? What are you going to do with those branches?; kāre e meitaki te rakau ‘ātavatava ‘ei pū ‘āuri. poles with side branches are no good for spear handles. [‘ātava Rr.] ate. n. Liver. ‘E ate puakatoro tā māua i kai ei ma te u‘i. we had ox-liver and yams; ‘ī rua ‘ua paunu ate, kua rava. just two pounds of liver is enough; tē tunutunu ate puaka nei au. I‘m cooking pig’s liver. Ate māmā, cowardly, faint-hearted. ‘e tangata ate māmā, a cowardly person. Ate pakari, stout-hearted. (See atemāmā.) [Pn. *‘ate1.] ‘āte, n. Hell. Mē ka mārō kōtou i te rave i te kino, kā no‘o tō kōtou vaerua ki ‘āte. if you persist in doing evil, your souls will abide in hell. [Gk hadès.] ātea1, v.i. 1. Wide, broad; width. ‘E kauvai ātea ē te ‘ō‘onu, a wide and deep river; e ma‘ani ātea i te mataara kia ō ‘ē rua pere‘ō i te taime ‘okota‘i. make the road wider so it will take two wagons at a time; ‘e ātea roa tēnā tua. that end is too wide; kua ātea mai te ana. the cave widened out; ‘ea‘a te ātea i tēnā rākau? what is the width of that plank? 2. Clear, open, unobstructed; an open space. Ka ‘aere tāua i teianei, koia i ātea ai te mataara. let’s go now while the road is clear; ‘e ‘enua ātea ‘ua, kāre ‘e ‘apinga i runga. it’s just bare open country, there is nothing growing on it; kā tano teia ātea ‘ei ngā‘i tārekareka. this open space would make a good sports ground. i (ki) te ngā‘i ātea, out in the open, unconcealed. ‘e poitini tei roto i tēnā mō‘ina, ‘auraka e vao‘o ki te ngā‘i ātea. there is poison in that bottle, don’t leave it out in the open. 3. At a distance, well clear; intervening distance or space. Kua tū ātea ‘aia nō tōna mataku. he stood well clear because he was scared. 4. Disperse, clear away (of mist, clouds, trouble). Kua ātea te ko‘u. the mist has cleared; kua ātea tōku manamanatā i teianei. my worries are over now; kua rekareka ‘aia i te ātea‘anga tōna manamanatā. he was pleased that his difficulties had cleared up. (See āteatea, kātea, mātea, tāātea(tea).) [Pn. *‘aa-tea.] ‘ātea2, n. Black-tipped cod (Epinephelus fasciatus). Ātea3, prop.n. The Sky-Father of Polynesian mythology. Ko Ātea ki runga, ko Papa ki raro, Sky-Father above, Earth-Mother below. (cf. ātea1.) āteatea, v.i., fq. ātea1. 1. Wide apart, spaced out. ‘E āteatea roa te pā i tā‘au tōmāti. your tomato rows are too far apart; e tanu āteatea i te nū. put the coco-nut plants in well apart. 2. Open, clear, unobstructed. Kua āteatea teia ngā‘i i te pari‘ia‘anga te rākau ki raro. this place is quite open now that the trees have been chopped down; ko te mea ngā‘i āteatea ‘ua tēia ‘ei ‘akatū i te ‘are. this is the only bit of open space to build the house in; ‘e porotito āteatea, a spacious verandah. 3. Clear away, disperse and leave clear. I te āteatea‘anga te tumu rangi, kua kakā ‘aka‘ou mai te au ‘ētū. as the clouds cleared away, the stars twinkled out again. [ātea1, rR.] ‘āteatea, v.i. Whitish. [‘ā-8, tea RR.] atemāmā, n. Lungs. ‘E maki tei kitea ki runga i tōna atemāmā. some disease was noticed on his lungs; kua tunu ‘aia i te atemāmā o te puaka nā te puakaoa. he boiled the pig’s lungs for the dog. [ate, māmā1.] ‘ātete, n. Side-drum. Nā‘ai e rutu i te ‘ātete? Who is going to play the side-drum?; tē ‘akaeta ‘ātetē ra ‘aia. he is tightening up the side-drum; tītē ‘ātete, side-drum stick."
‘ati,", v.i. 1. Snap, break across (not length-wise, cf. nga‘ā split), (a) fracture. Kua ‘ati te rākau i tōku rutu‘anga iāia. the cane snapped when I beat him; kāre tēnā ‘ātava nō te ‘ati iā koe. you won’t be able to break that branch; kua ‘ati iā koe te mouranga. you have broken the handle; kua auē ‘aia nō te mamae i tōna vaevae ‘ati. he shouted out from the pain in his broken leg; tei te rima kauī te ‘ati. the fracture is in the left arm. ‘Ati ngākau, v.i. heartbroken, heartbreak. ‘E ‘ati ngākau pa‘a tōna maki. maybe it’s a broken heart he’s suffering from; kua ‘ati ngākau ‘aia. he’s heartbroken. Ira ‘ati, v.i. crack. Kua ira ‘ati te pū pē. the handle of the spade is cracked. 2. Fold over, crease. Kua ‘ati te kapi o te puka nō tei ‘e‘eu mako-kore ‘aia. the page of the book was creased for he had turned it over carelessly. 3. Break up, scatter (of crowd, meeting). Kua ‘ati atū ra rātou ma te mataku i te ‘akarongo‘anga i te ‘aruru pupu‘i. they scattered in terror when they heard the gunfire; kua ‘ati te ‘uipā‘anga. the meeting has broken up; tērā e ‘ati maī ra taua aronga ‘akatupu pekapeka. that bunch of troublemakers are breaking up and coming this way. 4. Suffer pun-ishment, calamity, injury, defeat, weari-ness (cf. mate). Kua ‘ati meitaki rāua i te ‘akautunga‘ia e te pū ‘āpi‘i. they felt it all right when the master punished them; kua ‘ati tēta‘i tangata. one of the players has been injured; kāre tō rātou pupu pāpōro nō te ‘ati. their team won’t lose; kā ‘ati koe iāku. I shall beat you; kua tuku rātou i te ‘au i te ‘ati‘anga tō rātou nuku. they surrendered when their army was defeat-ed. ‘Ati i te kata, burst out laughing. Kua ‘ati rātou i te kata. they burst out laughing. 5. Break (of wave, cf. ‘a‘ati) . Kua ‘ati te ngaru. the wave broke (usually ‘a‘ati). (See ‘a‘ati, ‘atia, ‘ātia, ‘ati‘ati, ‘ātinga, tā‘ati(‘ati).) [Pn. *fati.] ‘āti, n. Hatch, hold. Kua vā‘i rātou i te au ‘āti. they have opened the hatches; kua ‘akatomo rātou i te kākō ki roto i te ‘āti. they loaded the cargo into the hold. [Eng. hatch.]"
‘atia,", see ‘ātia. ‘ātia, ‘atia, pass. ‘a‘ati, break; ‘atia record-ed only in the imperative: ‘atia tēnā ‘ātava, break off that branch."
‘ati‘anga,", see ‘atinga1. [‘ati, -‘anga4.]"
‘ati‘ati,", 1. v.i., fq. ‘ati. (a) Snap off, break across. Kua ‘ati‘ati tōna au ni‘o i mua i te ū‘anga i te moto. his front teeth snapped off when the punch landed; kua ‘ati‘ati tōna kaokao i te kata. he split his sides laughing. (b) Fold over, crease up. ‘Auraka e no‘o makokore, ka ‘ati‘ati tō kāka‘u. don’t sit down carelessly, your dress will get creased up. (c) Disperse, break up, break away (of a crowd). Tērā rātou e ‘ati‘ati atū ra ki te ‘ākarakara tēniti. there they are drifting off to watch the tennis. (d) Suffer punishment, defeat, exhaustion). Kua ‘ati‘ati meitaki tika ai ‘aia i te ro‘iro‘i. he’s absolutely all in, (completely exhausted). (e) Flexible, lissom, supple. ‘E tamā‘ine kōpapa ‘ati‘ati tērā i te ‘ura. that girl has a supple body when she dances. (f) Break (of waves). Kua mataku rāua i te ‘ati‘ati‘anga te ngaru ki roto i tō rāua vaka. they were scared when the waves were breaking into their canoe. 2. v.t. (fq. ‘a‘ati). Break something into pieces, fold into creases. Kua ‘ati‘atia te tō, takita‘i pona i te tamaiti. the sugarcane was broken up, one piece for each child; e ‘ati‘ati i te pēpa ka tāuru ei ki roto i te tīkiro. fold the letter up and put it in the envelope. [‘ati, RR.]"
‘atinga,"1, ‘ati‘anga1, nom. Moment, period of time. I taua ‘ati‘anga rāi, kua tupu pō‘itirere mai te matangi ē kua taka‘uri te poti. at that very instant the wind sprang up and the boat turned over; ‘ea‘a te ‘atinga tau nō tāua i te ‘aere? What is the best time for us to go?; i te ‘ati‘anga e ma‘ani‘iā ra, during the time that it was being repaired. [‘ati, -nga2, or 
-‘anga4.]"
‘atinga,"2, ‘ati‘anga2, ‘ātinga, nom. Place where anything bends, creases or folds over, esp. where the arm or leg bend at elbow or knee. ‘E mama‘ata te ‘ātingā ngaru. the waves are breaking from a great height; ‘auraka ‘e tū ki te ‘ātingā ngaru. don’t stand where the waves are breaking; ‘ea‘a tērā motu i te ‘atinga i tō vaevae? What’s that cut in the bend of your knee? [‘ati, -nga2 or -‘anga4.] ‘ātinga1, n. 1. An offering of food placed on the marae as a tribute to the gods; a tribute of food paid by mata‘iapo or rangatira to the high chief who allotted them their land, or by a kiato or ta‘utāūnga to an ariki, mata‘iapo or rangatira; a gift of food from tenant farmer to landowner. Kua ‘apai ‘ātinga te aronga tanu nā te ‘atu ‘enua i te au ‘openga mata‘iti katoa. the farmers brought their presents to the landowner at the end of every year. 2. Church offering, collection. Kua pūpū rātou i tā rātou ‘ātinga ki te Atua ma te tae o te ngākau. they gave their offering to God with willing hearts. 3. (Biblical only); ‘ātinga karakarātio, a burnt offer-ing. ‘ātinga2, see ‘atinga2. ‘ātikara, n. Axle. Kua manuku te uira mei runga i te ‘ātikara. the wheel has come off the axle; kua ‘ati te ‘ātikara o te pere‘ō. the buggy’s axle has broken. [Eng. axle.] ‘ātimara, ‘ātimārara, n. Admiral. [Eng. admiral.] ‘ātimārara, see ‘ātimara. ‘ātini, n. Donkey. Kua nā runga ‘a Māria i te ‘ātini i te ‘aere‘anga kia tero‘ia. Mary rode on a donkey when they went to be taxed. [Lat. asinus.]"
ato,", (-a, -‘ia), n. Thatch. Nā māua i ato i tēia ‘are i nana‘i. we thatched this house yesterday; ‘e rau te ato i tōna ‘are. his house has pandanus-leaf thatch; ‘e kīkau ato ‘are tēia e raranga‘ia nei. these coconut leaves we‘re plaiting are for roof-thatch; tē ‘iri ka‘a ato ‘are nei māua. we‘re braiding sennit for (tying on) the roof thatch. ‘ātoe, 1. (-a, -‘ia). Split lengthwise into thin strips, strip the spine from a leaf. ‘Ātoea mai te rau‘ara kia raranga au. split down the coil of pandanus leaves for me to plait. 2. n. The spine of a leaf, the part which has been stripped out. Tēnā te ‘ātoe o te ‘āriki ‘ei tāpeka. there is the spine of the banana leaf for tying up with. [‘ā-8 or ‘ā-3 (?), toe; cf. ‘ītoe(toe).] ‘ātoetoe, (-a, -‘ia), fq. ‘ātoe. split (a leaf). [‘ā-8, toe RR.] ‘ātoro, (-a, -‘ia). Take a look at, go and see, visit. Ka ‘aere māua ka ‘ātoro iāia. we are going to go and see him; kia oti taku ‘ānana puaka i te ‘ātoro ‘aere ka ‘aere ei tāua. after I’ve looked my pigs over, then we‘ll go; ‘ī rua taime i te pō tō te taote ‘ātoro‘anga i te aronga maki. twice a night the doctor visited the patients; i ‘ātoro‘ia ana kōrua e te taote? Were you two seen by the doctor?; e tuku i tēta‘i tangata kia ‘aere kia ‘ātoro ‘aere. send a few men to go and look around. [‘ā-8, toro1.] ‘ātorotoro, (-a, -‘ia), fq. ‘ātoro. take a look, visit. Kua ‘ātorotoro rāua i te au ngā‘i ‘anga‘anga ā te kavamani. they went around the various government departments; kua tomo rāua ki roto i te ‘are toa ma te ‘ātorotoro ‘aere i te au ‘apinga. they went into the shop and looked around at the goods; ‘aere atu ‘ātorotoroa te tamariki mē tē pē‘eā ra. go and see how the children are getting on. [‘ā-8, toro1 RR.] ‘āto‘u, v.i. Become darker, rather dark. 
[‘ā-8, to‘u3.]"
atu,"1, n. Oceanic bonito, skipjack. Kua ‘aere rātou ki te ‘ī atu. they’ve gone to fish for bonito; kua ‘apai potonga atu ‘aia nā te ‘orometua. he has taken a piece of bonito for the pastor. [Pn. *‘atu.]"
atu,"2, dir.part. 1. (Spatial reference). Away (from the speaker), further away (from a point referred to by the speaker), further on. ‘Aere atu, go away, go further on; ‘apaina atu ‘a Pua. take Pua away; tērā atu ‘a Piri, kāpikia. there’s Piri going away, call him; tei kō atu te va‘arua tītā. the rubbish dump is further on from there. ...atu, ...mai, used to show recip-rocal action. Kua ‘ākara atu ē kua ‘ākara mai tēta‘i ki tēta‘i. they looked at one another. 2. (Time reference). Before (a date in the past, i.e. further away from the present), after (a date in the future, i.e. further from the present), on (into the future). I tērā atu mata‘iti i tupu ei te ‘uri‘ia. it was the year before that that the hurricane occurred; i tērā mai taime ‘aia i keiā aei, kāre i tērā atu. it was on the following occasion that he stole it, not the time before; Ā tērā atu rā ‘aia ‘e moto ei. he‘ll be boxing on the following day; mē kāre ‘aia e tae mai āpōpō, āpōpō atu. if he doesn’t come tomorrow, it‘ll be the day after; kā no‘o atu au ē pōpongi ‘oki mai ei. I‘ll stay on there until morning and come back then; e tāpapa mārie atu rāi. keep on waiting calmly; ē tuātau ‘ua atu, for ever and ever; ā tēta‘i ‘ua atu rā, some other day (in the vague future); Āpōpō atu koe e tatarā‘apāi. one of these days you‘ll regret it. 3. More. Kua ‘akamānea atu te tūtū iāia. the photo flatters her (has made her more beautiful); kua ma‘ata atu i te ‘ānere paunu. it amounted to more than a hundred pounds; ‘e meitaki (roa) atu tēia. this is (far) better. kāre atu, no more, nothing else. kāre atu, kāre mai, no more anywhere, nothing else at all. ko tē reira ‘ua rāi tā‘au moni? ‘Āe, kāre atu, kāre mai. is that really all the money you have? Yes, no more anywhere; kāre atu, kāre mai ā mātou rāvenga. we‘re at the end of our tether, we’ve nothing left to try, no options left. ma...atu, as well, in addition, besides. Ko te ‘ānani matapa-kipakia ma te au mea rikiriki atu tei ‘akaruke‘ia. the bruised oranges were rejected together with the very small ones; kua pāpāia ‘aia ma Pārua atu. he was thrashed and so was Pārua; kua ‘oki mai ‘aia ma tōna ngā teina atu. she came back bringing her two younger sisters as well. tēta‘i ‘ua atu, anyone else, anything else. [Pn. *atu.]"
