Word/Phrase,Description & Definition
‘akamaro,", caus. maro. Put on a loincloth, diaper, or nappy. Kua oti ‘a pēpe iāku i te ‘akamaro. I’ve finished putting on baby’s nappy. ‘akamarō, caus. marō. Dry up. ‘E viviki te vai-puke i te ‘akamarō. the floodwater is quick to dry up. ‘akamarōkā, caus. marōkā. Become dry, or parched. Te ‘akamarōkā mai nei tōku karaponga. my throat is getting dry. ‘akamārōki‘aki‘a, caus. mārōki‘aki‘a. Be obstinate, stubborn. ‘Ea‘a koe i ‘aka-mārōki‘aki‘a ‘ua atu ei iā koe? why have you continued to be stubborn? ‘akamāro‘iro‘i, caus. māro‘iro‘i. Ani-mate, bestir, exhort, invigorate. E ‘aka-māro‘iro‘i ia kōtou kia riro mai te rē ia kōtou. bestir yourselves that you may win the prize. ‘akamaromaroā, caus. maromaroā. Be apathetic, bored, depressed. ‘Eia‘a e ‘aka-maromaroā, ‘akamāro‘iro‘i, ‘aere ki mua! don’t be apathetic, be strong and go for-ward!"
‘akamarumaru,", caus. marumaru. shelter (from heat, rain). Nō te ua, kua ‘akamaru-maru rātou ki raro ake i te tumu i‘i. because of the rain, they sheltered beneath the chestnut tree. ‘akamarū, caus. marū. Conform, comply, agree with. E ‘akamarū atu rāi ‘oki koe iā koe, ‘eia‘a tērā tū mārōki‘aki‘a ō‘ou ra! you should be able to conform and not retain that streak of stubbornness of yours!"
‘akamarua,", caus. marua. Scatter, spread. Ko‘ai tei ‘akamarua pākiri ‘ānani ‘aere ana nā va‘o i kōnei? who has been scattering orange peels outside here? ‘akamāruarua, caus. māruarua. Cheer, clamour, encourage, shout loudly. E tū mai  e ‘akamāruarua i tō tātou pupu kia rē. stand up and cheer our team on so that they win. ‘akamata. Begin, commence, start. E ‘akamata mai kōtou i te vāere nā te pae kauvai mai. start clearing from the stream bank."
‘akamataara,", caus. mataara. Build, make (of path, road, track.). Te ngā‘i tano tēnā i te ‘akamataara atu ki uta i te ō. that’s an ideal place to make a road inland into the valley. ‘akamātangitangi, caus. mātangitangi. Be breezy, windy. Te ‘akamātangitangi ‘aka‘ou mai nei i tēia a‘ia‘i. it’s getting breezy again this evening."
‘akamatakite,", caus. matakite. Admonish, remonstrate, warn. E ‘akamatakite meitaki koe ia rāua, kia kore rāua e rave ‘aka‘ou. admonish them well so that they won’t do it again."
‘akamataku,", caus. mataku. Frighten, terrify. Nā‘ai koe i ‘akamataku? who frightened  you? ‘akamātakutaku, caus. mātakutaku. scare, put the wind up. Kua ‘aere ‘aia i te ‘akamātakutaku i te au va‘ine ramarama. he went to put the wind up the women torch fishing. ‘akamatapō, caus. matapō. Make blind, turn a blind eye, pretend not to see. Kua ‘akamatapō koe iā koe i reira! then you’ve become a blind man! ‘akamātau, caus. mātau. Accustom to, familiarise, get into the habit. Te ‘akamātau ‘aka‘ou nei au iāku i te pā‘ī vai anu i te pōpongi. I‘m getting myself back into the habit again of having cold showers in the mornings. ‘akamātautau, caus. mātautau. Familiar-ise, habituate. Nāku i ‘akamātautau ia rātou ki runga i tēna matīni. I familiarised them on that machine."
‘akamate,", caus. mate. Be numb, low (of the tide). Nō te no‘o tāpiki i ‘akamate ei ōku vaevae. my legs became numb from sitting cross-legged."
‘akamatemate,", incho. matemate. Die off, wither away, stop and start (of mechan-isms). ‘Ea‘a tō tāua matīni i ‘akamatemate ‘aere ‘ua ai? Kāre e pēnitīni? why is our (outboard) motor stopping and starting? isn’t there any benzine?"
‘akamatepongi,", caus. matepongi. Become hungry. Kua ‘akamatepongi rātou i tō rātou kite atu‘anga i te kai mānea i runga i te kaingākai. they became hungry when they saw the nice food on the table. ‘akamāti, caus. māti1. March (tr.). ‘E ‘akamāti meitaki koe ia rātou kia mako tā rātou māti. march them properly so that they improve."
‘akamatie,", caus. matie. Colour green. Kāre au i karanga atū na ē ‘e ‘akamatie koe i tēnā ngā‘i? didn’t I tell you to colour that part in green? ‘akamātorutoru, caus. mātorutoru. Thicken, or make solid; place thickly. E ‘akamātorutoru kōtou i te kīkau mē tāpoki anake i te pa‘i. place the coconut leaves thickly when you mulch the taro patch. ‘akamatū, caus. matu. Fatten, make big. ‘Akamatū‘ia mai ana koe! fatten yourself up! ‘akamātūtū, caus. mātūtū. Make firm, strong. Kua ‘akamātūtū meitaki kōtou i te au poupou? did you place the posts firmly?"
‘akama‘u,", caus. ma‘u. Heal up, recover. Te pē‘eā ra tō‘ou vā‘i? Kāre i ‘akama‘u ake? how’s your operation? hasn’t it healed  yet? ‘akamā‘ū, caus. mā‘ū. Make wet, or damp. ‘Ea‘a koe i akamā‘ū ei iā koe? why have you got yourself wet? ‘akamāuiui, caus. māuiui. Make sore and weary. Nāna rāi i ‘akamāuiui i tōna kōpapa. she herself has made her body sore and weary. ‘akamāuruuru, caus. māuruuru. Give extra (to delight, or appreciate). Nā kōtou atu e ‘akamāuruuru i tā rātou kīkau kai. it’s up to you to put extra (food) into their food basket."
‘akamea,", caus. mea. Annoy, taunt; make a spectacle, show off. ‘E ‘apinga tika ai koe i te ‘akamea! what a real, show-off you are!; ‘Eia‘a koe e akamea atu iāia! don’t you annoy him!"
‘akameamea,", caus. meamea. Court, woo. Kāre koe i a‘a ake, kua kite takere koe i te ‘akameamea va‘ine! you‘re only a pip-squeak and you already know how to court women! ‘akameameā‘au, caus. meameā‘au. Be arrogant, to rebel, be unruly. ‘Ea‘a rā te pu‘apinga kia ‘akameameā‘au kōtou? what’s the point in being arrogant?"
‘akameariki,", caus. meariki. Make small, reduce. Ka ‘akameariki mai pa‘a au i te tounati. perhaps, I should reduce the size of the doughnuts."
‘akamearikiriki,", caus. mearikiriki. Be small, little. Kua ‘akamearikiriki roa te ‘ua o te tōmāti i teia mata‘iti. the tomatoes have become smaller this year."
‘akameangiti,", caus. meangiti. Turn down (of sound volume), reduce (of size, amount, quantity). Kāre e rauka iā koe i te ‘akameangiti mai i te rātio? can’t you turn down the radio. ‘akameangitikā, caus. meangitikā. Decrease, diminish, minimise. ‘Eia‘a pa‘a koe e ‘akameangitikā roa. don’t decrease it too much."
‘akameitaki,", caus. meitaki. Make well, praise, thank. Te ‘akameitaki atu nei mātou ia kōtou nō tā kōtou tauturu ma‘ata. we thank you for your great help."
‘akameremere,", caus. meremere. Cherish, love, treasure. E ‘akameremere kōtou i tō kōtou metua-va‘ine, ‘auraka e tākingakino iāia. cherish your mother and never ill-treat  her."
‘akametua,", caus. metua. Regard as a parent. Ka ‘akametua au iā Tere, nō te mea, ‘e teina ‘aia nō tōku pāpā. I regard Tere as a parent because he’s my father’s young brother (i.e. Tere is my uncle)."
‘aka‘orometua,", caus. ‘orometua. Act as a pastor, or priest. Tēnā koe e ‘aka‘oro-metua maī ra iā koe! there you are trying to be a pastor!"
‘akamingi,", caus. mingi. Bend, curve. E vai‘o mai e nāku e ‘akamingi i te ‘āuri-tīti‘a. leave it to me to bend the spear-fishing spear."
‘akamingimingi,", caus. mingimingi. bend, curve (several times), gyrate. Te ‘akamingimingi maī ra ‘aia i tāna ‘ura i nakōnei. he was really gyrating a while back. ‘akakōmingi, caus. kōmingi. Bend, or curl (of legs while lying down). E ‘aka-kōmingi mai ‘oki koe i ngā vaevae ō‘ou. bend your legs up. ‘akakōmingimingi, caus. kōmingimingi. Bend or curl up (of legs). Kua ‘aka-kōmingimingi ‘aere ‘ua rātou nō te anu. they have (all) curled up because it was cold."
‘akamimi,", caus. mimi. Make urinate, hold out (of a baby). Kua ‘akamimi koe ia pēpe? did you hold the baby out?"
‘akamoe,", caus. moe. Lay down, put to sleep. E nā mua koe i te ‘akamoe ia pēpe ka ‘aere ei kōrua. put baby to sleep first before you depart."
‘akamoemoe,", caus. moemoe. Lull, put to sleep. Te ‘akamoemoe maī ra ‘aia i te tamariki kia moe. she’s lulling the children off to sleep."
‘akamoe‘au,", caus. moe‘au. Be at peace, harmonise, pacify. E ‘akamoe‘au, e ‘akamoe‘au, kia au tō te ‘enua kātoatoa! harmonise, be at peace, that peace may reign throughout the whole land!"
‘akamoki,", caus. moki. Cease, pause, stop. ‘Aere mai ka ‘aere tāua, kua ‘akamoki te ua. come and let us go, the rain has stopped. ‘akamokorā, (-‘ia), caus. mokorā. Belittle, degrade, derogate, make like a duck. ‘Auē, kua ‘akapūtī, kua ‘akamokorā‘ia au ē! alas, I’ve been bastardised and made like a duck! (from a love song). ‘akamōraro, caus. mōraro. Bow down, defer to. ‘E mea tau kia ‘akamōraro atu te tamariki ki te metua. it’s fitting that children (should) defer to the parent(s)."
‘akamoremore,", caus. moremore. Depil-ate, make smooth, shave off. Kua ‘aka-moremore roa ‘aia i te rauru o tōna ūpoko. he’s shaven off (all) the hair of his head."
‘akamorimori,", caus. morimori. Worship. E ‘akamorimori atua ‘ītoro ‘ua ana tō tātou ‘ui-tūpuna i mua ake kā tae mai ei te ‘ēvangeria. our ancestors worshipped idols before the gospel arrived. ‘akamōteateākā, caus. mōteateākā. Be anaemic, pale, sallow. Kua ‘akamōteteākā mai ‘aia i tōna ‘oki‘anga mai mei te ‘enua anuanu mai. he is pale looking on his return from the cold country."
‘akamotomoto,", caus. motomoto. Box, punch, spar. Te ‘akamotomotō ra te tangata terēni-moto ia rāua i roto i te rīngi. the boxing trainer is making them spar in the ring."
‘akamotumotu,", caus. motumotu. break, cut, sever. ‘E tangata ‘akamotumotu niuniu kītā koe! what a guitar-string-breaking-person you are!"
‘akamou,", caus. mou1. Keep, hold, retain (in heart, mind). E ‘akamou koe i teia ki roto i tō ngākau. keep this in your heart. ‘akamou‘āuri, caus. mou‘āuri. Confine, enslave, overwork. ‘Aere rā! Kia ‘aka-mou‘āuri‘ia atu tika ai koe! go then! may you be really overworked!"
‘akamoupuku,", caus. moupuku. Hold grudge, hate, spite, or enmity. Kāre au i kite ē, ‘ea‘a koe i ‘akamoupuku mai ei iāku. I don’t know why you hold a grudge against  me."
‘akamouranga,", caus. mouranga. Rehaft, make a handle. Ka ‘aere au ka ‘aka-mouranga ‘aka‘ou i taku tuāpara. I‘m going to put a (new) handle to my shovel. ‘akamūmū, caus. mūmū. Cluster, flock, swarm around. Kua ‘akamūmū mai te rango ki runga i tōna ‘ē‘ē. the flies swarmed around his boil."
‘akamura,", caus. mura1. Chide, rebuke, tick off. Kua ‘akamura atū ra ‘aia ia rātou nō tō rātou tū manakokore. he ticked them off for their thoughtlessness."
‘akamuramura,", caus. muramura. Blush, redden. Kua ‘akamuramura vave ‘ua ‘aia i te ‘akarongo‘anga ‘aia i tā rātou tuatua. she blushed quickly on hearing their talk. ‘akamūrare, caus. mūrare. Stay dumb, speechless. ‘Ea‘a ‘oki koe, i ‘akamūrare ‘ua ai iā koe? why did you just remain dumb? ‘akamūtēkī, caus. mutēkī. Stay quiet, silent, still. Kua ‘akamūtēkī ‘ua ‘aia i tōna ngā‘i, kāre roa i komakoma ana. he remained quiet in his place and never uttered a word."
‘akana‘ena‘e,", caus. na‘ena‘e. Get over-cooked, or overbaked. ‘I te ‘uke‘anga mai mātou i te umu, te ‘akana‘ena‘e atū ra te taro. at the time we uncovered the oven, the taro were getting overcooked."
‘akanakiro,", caus. nakiro. Make aware, to explain, to realise, to understand. Te ‘akanakiro atu nei au ia kōtou kia nakiro meitaki kōtou. I‘m explaining it to you so that you‘ll really understand it. ‘akanākirokiro, caus. nākirokiro. Make to understand. Nā‘ai rā ‘oki e ‘aka-nākirokiro mai ia tātou? who will give us some glimmer of understanding?"
‘akanatinati,", caus. natinati. Gnarl, twist, kink. Kua ‘akanatinati tēnā motu nō‘ou i te meitaki‘anga mai, ‘eā? that cut of yours has gnarled up after healing, eh?"
‘akanaunau,", caus. naunau. Be hasty, impatient. ‘Eia‘a koe e ‘akanaunau vave i te rama, kāre te tai i oma meitaki ake. don’t be too hasty to torch-fish, the tide has not turned properly yet."
‘akananave,", caus. nanave. Enjoy, delight-ed, pleased. Ko mātou kia ‘anga‘anga, ko koe kia ‘akananave i te no‘ono‘o ‘ua! while we work, you just laze around enjoying yourself!"
‘akanavenave,", caus. navenave. Make enjoyable, delightful. Nā‘au rāi e kimi i te rāvenga nō te ‘akanavenave i tō‘ou reo. you yourself must find ways and means of making your voice attractive."
‘akanengonengo,", caus. nengonengo. behave arrogantly, be boastful, haughty, proud. ‘Ea‘a rā ēta‘i tāngata e ‘akanengo-nengo ana rāi ia rātou? why do some people behave arrogantly?"
‘akaneke,", caus. neke. move, or shift sbdy once. E ‘akaneke mānga meangiti ‘ua atu koe kiā koe. you shift it just a little bit towards you."
‘akanekeneke,", fq. nekeneke. Edge, move, shift, or shuffle along. ‘Akanekeneke mai kōtou, kia ō mai rātou ki roto. move along this way so that they can fit in."
‘akanene,", caus. nene. Ejaculate semen. Kua ‘akanene ‘aia i tōna tāte‘a ki roto i tēta‘i  mō‘ina. he ejaculated his semen into a bottle. ‘akanēneva, rflx. nēneva. Be crazy, mad, stupid. Tēnā ia koe e ‘akanēneva maī ra iā koe! there you are making a fool of yourself!"
‘akatakanimonimo,", caus. takanimonimo. Surround, lay siege. Kua ‘akatakanimo-nimo rātou i taua pūnanga ketaketā ra. they laid siege to that strong fortress."
‘akaniniore,", incho. niniore. Become shrivelled, wizened, Kāre pa‘a tēia tīnana-puaka e ‘āngai‘ia ana ki te kai i ‘akaniniore ei. perhaps, this sow is not fed any food, that is why it’s wizened."
‘akani‘oni‘o,", incho. ni‘oni‘o. Bud, shoot, sprout. Kua ‘akani‘oni‘o takere mai te rau ‘ōu o tāku ‘ānani. the new leaves of my orange trees have already sprouted."
‘akanoa,", caus. noa. Make common, secular, deconsecrate. ‘I te oti‘anga te kai‘anga‘ōro‘a, kua ‘akanoa te ‘orometua i te toenga o te ‘ōro‘a. at the conclusion of partaking of holy communion, the minis-ter deconsecrated the remaining Eucharist."
‘akanoanoa,", caus. noanoa. Make com-mon, insignificant, vulgar. Kua ‘akanoa-noa ‘ua tēta‘i pāpaki tangata i tō rātou au marae i tēia tuātau. nowadays, some people have just made their sacred places common."
‘akano‘o,", caus. no‘o. Put, set. Kua ‘akano‘o ‘a Tere iāia ki te pae ‘openga roa. Tere has put her towards the end."
‘akano‘ono‘o,", caus. no‘ono‘o. Arrange, organise, set. E ‘akano‘ono‘o meitaki kōrua i te au no‘o‘anga kia ō mai te kātoatoa. arrange the chairs properly so that everyone will be accommodated. ‘akano‘otū, caus. no‘otū. Make to sit upright. Vai‘o ‘ua kia takoto ‘aia ki raro, ‘ei a‘a e ‘akano‘otū mai. just let her lie down and not have to sit upright."
‘akanui,", caus. nui. Make abundant, large, loud (of sound), vast. ‘Eia‘a koe e ‘akanui roa i te tangi. don’t make the sound too loud."
‘akanuka,", caus. nuka. Make ledge, step, terrace. Mē ‘akanuka koe iā kona, ka mānea. if you make a terrace there, it will be nice."
‘akanukanuka,", caus. nuka. Make ledges, steps, terraces. Kua ‘akanukanuka rātou i te mataara ki runga i te ‘atarau. they made steps up to the pulpit. ‘akaō, caus. ō2. Accommodate, fit into (an aperture, room, or a space). Ka ‘akapē‘ea rā ‘oki au i te ‘akaō ‘aere‘anga atu ia rātou? how am I just going to fit them in?"
‘aka‘oa,", caus. ‘oa. Make friend, compan-ion, mate. ‘E taku tamaiti, ‘e mea meitaki kia ‘aka‘oa kōrua ko Ngā. my son, it will be good for you to make friends with Ngā."
‘aka‘oa‘oa,", caus. ‘oa‘oa. Be cheerful, glad, happy. Kua ‘aka‘oa‘oa ‘ua rātou i tō rātou ‘ārāvei‘anga. they were only too happy at their meeting (with one another)."
‘akaoaoa,", caus. oaoa. Make tight. ‘Eia‘a koe e ‘akaoaoa roa i tēnā pona! don’t you sew that dress too tight!"
‘akaonga,", caus. onga. Make extra, excess. E ‘akaonga ‘ua mai ‘ē ta‘i tuāpara one. just shovel in one extra shovel of sand."
‘akaonge,", caus. onge. Deprive of food, starve. Kāre roa au e ‘akatika kia ‘akaonge koe i tā tāua tamariki. I‘ll never allow you to starve our children."
‘aka‘ongi,", caus. ‘ongi. Smell, sniff. Te ‘aka‘ongi ‘aere nei au ē tei‘ea tēia ‘aunga karakara. I‘m sniffing around as to where this roasting smell (comes from)."
‘aka‘ongo‘ongo,"1, caus. ‘ongo‘ongo1. Make stink (esp. of urine). ‘Eia‘a kōtou e ‘aka‘ongo‘ongo iā mua i kona! Te ‘akarongo maī ra kōtou? don’t you stink up the front there (with urine)! do you hear?"
‘aka‘ongo‘ongo,"2, caus. ‘ongo‘ongo2. Make angry and upset, bitter. ‘Ea‘a rā kōrua i ‘aka‘ongo‘ongo atu ei iāia! why ever did you make him angry and upset!"
