Word/Phrase,Description & Definition
maire,"2, n. Mile. Kia topa ia rātou te rima maire ki muri, kua ‘akangāro‘i poto rātou. when they had covered five miles, they took a short rest; te ono nga‘uru maire i te ora, sixty miles per hour; vāito maire, speedometer; maire o te moana, nautical mile. Ko te tapa ta‘atai, ‘e maire maire te roa. the beach, it goes on for miles and miles; ko tō mātou tangata ‘oro maire tērā. that fellow over there is our miler. [Eng. mile.]"
ma‘iti,", v.i. 1. Start, make sudden invol-untary movement, shy away. Kia ma‘iti ake au mei roto i te moe, ‘e tangata tēia e tū ‘ua nei i te pae i te ro‘i. I woke up with a start and there was this person just standing here by the bed; kua ma‘iti te ‘oro‘enua i tōku rutu‘anga ki te rākau. the horse shied when I struck it with the stick. 2. Come away suddenly, fly off, spring loose, jerk free, flake off. I tōku pari‘anga i te rākau, kua ma‘iti mai te kakau o te toki. the handle came off the axe when I was chopping the wood; kua ma‘iti mai te pōpani o te mō‘ina i tōku rūrū‘anga i te tai. the cork popped out of the bottle as I was shaking the sauce; kua ‘akamata ‘aia i te pūtaka‘iti kia ma‘iti ki va‘o. he began to try to wriggle free; kua ma‘iti te pēni nō te vera i te a‘i. the paintwork flaked off with the heat from the fire. [Ce. *ma-fiti.] mā‘iti‘iti, v.i., fq. ma‘iti. Wriggle, frisk, fidget restlessly, agile, nimble. ‘E ‘oro-‘enua mā‘iti‘iti tō‘ou i te rā ua. your horse gets frisky on rainy days; ‘e mā‘iti‘iti tika ai ‘aia ē te meitaki i te tāviriviri ‘āuri. he is very agile and clever at bar exercises. [ma‘iti Rr.] Mā‘itira‘a, n. Thursday (Ait. dial., cf. Rar. Paraparau)."
maito,", n. Black surgeonfish (Acanthurus and Ctenochaetus spp.) E māuru mai kōtou i te maito ki tēia tua kā tuku ei i te kupenga. use the coconut-leaf sweep to drive the maito over to this side before you set the net; ka ‘aere mātou ka tā‘ī maito. we are going to go and net some maito; ka ‘akataka te maito. the maito are about to shoal. Maito moana, a variety of maito, said to be the same as ‘iku toto. [Pn. *ma‘ito.]"
maitu,"1, v.i. Be shocked and offended, turned against sbdy or something, put off. Kua maitu te tangata i tāna au tuatua. the people took exception to the things he said; kua riro taua tuatua ‘ei maitu‘anga nō rāua. those remarks only served to offend them; kua kite au i te tangata i te maitu‘anga i te tuatua a te mema kōnitara. I could see people were being put off by what the councillor said. (See ‘akamaitu.)"
maitu,"2, n. The name of one of the nights of the moon: according to some, the four-teenth. Ka ‘aere ki te maitu e ‘akatakāi te maito. when maitu night comes round then the black surgeonfish will shoal. [Ta. *maitu.]"
maka,"1, v.i. Show up, lead on (of a track). Tēnā te ara e maka ‘uā ra, that, the track going on there; kua maka te ara. the trail has been blazed (the way is clear for you to follow). (See ‘akamaka.)"
maka,"2, 1. (makā‘ia). (a) Throw, hurl, sling (Ait. dial.) cf. Rar. pē‘i; (b) Sling (using a maka, see 2 below). Kua maka ‘aia ia Koria ki runga i te rae. he slung the stone on to Goliath’s forehead; kua kave ‘aia i tōna ririnui i tōna maka‘anga. he put all his strength into the cast; ‘e toka maka tēia. this is a sling-stone. 2. n. A sling. Kua ‘aere ‘a Tāvita ma tāna maka ki raro i te kauvai ē kua ko‘iko‘i mai i te toka. David went down to the river with his sling and picked up some stones. [Pn. *maka.]"
maka,"3, n. A plaited strap tied around the leg of a pig as a tether. Kā no‘o au kā ‘iri maka nō tāku toa puaka. I‘ll stay and plait a tether for my boar; ‘e kiri‘au ‘iri maka tēia. this hibiscus bast is for plaiting a pig-tether. (cf. maka2 (2.).) maka-4. *Stone. (See maka‘atu, (maka)-makatea; cf. maka2.) māka1, 1. n. (a) Mark, stencil-mark, awarded mark. E tāngaro koe i tērā māka i runga i tērā pi‘a. rub the mark off that box; i tō mātou tārērē‘ia‘anga i te ‘āpi‘i kua rauka iāku e rua ‘ānere māka. I got two hundred marks when we were tested at school; (b) A stencil plate. Kua ma‘ani ‘aia i te māka ki te vā‘angā punu. he made a stencil from a sheet of tin. 2. (-‘ia). (a) Make or award a mark. E māka koe i tēia au pi‘a taruā. put a stencil mark on these boxes of taruā bananas; tēia te ‘uru māka. this is the stencil brush; kua māka au i te ‘āpi‘i a te tamariki. I’ve marked the children’s work; tē māka pēpa tārērē nei au. I‘m marking exam papers; (b) Mark (an opponent). nāku e māka iā Tere mē tu‘e mātou ki tō rātou pupu. I mark Tere when we play football against their team. [Eng. mark.] māka2, n. School report. ‘E māka kino tōku i te ‘āpi‘i. I had a bad report at school. [Eng. mark.]"
maka‘atu,", n. A fish-weir or tunnel-trap built of coral rocks. Ma‘ania te maka‘atu kia oti kā pī ā konei te tai. get the fish-weir repaired, the tide will be in soon; i te marō‘anga te tai i te a‘ia‘i kua ‘uaki te ravākai i tā rātou maka‘atu. when the tide was low in the late afternoon the fisher-men opened the tunnel-trap; ‘e ika maka‘atu tā mātou. we’ve got some fish from the weir. [maka-4, -‘atu4.] mākaiore, v.i. Shrivelled, wizened (of premature fruit or runt animal). Kua mākaiore tēnā nītā, ‘apaina nā te puaka. those pawpaws are premature and shrivelled, take them for the pig; kua pou te tōmāti i runga i tēia kā‘ui i te mākaiore. all the tomatoes on this stalk have shrivelled; tēta‘i punua kiore ngiāo mākaiore, a wizened up little kitten. (See ‘akamākaiore; cf. niniore.)"
makamakatea,", v.i. Spotted with dirty-white or grey; whitish marks. Kua makamakatea tōku piripou kākī i tō‘ou tāpia‘anga. you left grey marks on my trousers when you starched them; ‘e a‘a tērā ‘apinga makamakatea i runga i tō‘ou rae? what are those whitish marks on your forehead? [maka-4 RR, tea.] mākara, v.i. Orange-coloured. Kua mākara te vai i te tuku‘ia‘anga te vairākau ki roto i te vai. the water was orange-coloured when the dye had been put in; kāre au e ‘inangaro i te ‘a‘ao i tēnā pona mākara. I don’t want to wear that orange dress. (See ‘akamākara, tāmākara.)"
makariri,", v.i. 1. Go cold, cool off (in Rarotongan said of things which have been cooked or heated). Kua makariri tēia tiā tī. this pot of tea has gone cold; kā kai au i tēia mereki kai makariri. I‘ll eat up this plate of cold food; kua tunu ‘aka‘ou ‘aia i te vai i te makariri‘anga. he boiled the water up again when it had gone cold. 2. Cold (Northern Group dialects, e.g. Manihiki). He makariri te tai. the sea is cold. (See ‘akamakariri, tāmakariri.) [Pn. *makalili.] mākarōna, mākarōni, n. Macron. Nā te mākarōna e ‘akakite mai ē kā ‘akaroā‘ia te ‘akatangi‘anga o te reira vouvera. The macron indicates that the vowel will be long. makarōni, n. Macaroni. ‘E kai ‘inangaro ma‘ata‘ia e rātou te makarōni. they love to have macaroni to eat; ‘e paoke makarōni ma te pī tāku kā ‘oko. I‘ll buy a packet of macaroni and peas. [Eng. macaroni.]"
makatea,", n. Raised formation of greyish-white dead coral around the coast of some islands; sometimes, as in Mangaia, ex-tending a considerable distance inland. [*maka-tea.] mākave, n. 1. A plait or tress. E ‘iri koe ‘ē rua mākave i tōna rauru. plait her hair into two tresses. 2. Plaited strap or thong (on sandal), shoelace. Ko tēta‘i mākave i tōna tāmaka tei motu. one of his laces was broken. 3. A strand or twist (of rope). E tatara i tēta‘i mākave o te taura. undo one strand of the rope. (See mākavekave.) [Np. *ma-kawe.] mākavekave, (-‘ia), v.i. Having strands or plaits, frills. Ka mākavekave‘ia te rauru. the hair must be in plaits; ‘e tapa kāka‘u mākavekave‘ia. it is a piece of frilled material. [mākave RR.]"
makemake,", v.i. Clear (of the sky). Mei te popongi tumurangikore aia, e te rangi makemake ra. he is like a cloudless morning with clear skies (2 Sam. 23.4). (cf. rarake.) mākete, n. Market. Kua ‘aere viviki te tangata ki te mākete i te pōpongi metua i te ‘oko kai nā rātou. people hurried to the market early in the morning to buy their food. [Eng. market.]"
maki,"1, 1. (-a, -‘ia), v.i. Sick, ill, diseased. Kua maki tōku māmā. my mother is ill; kua makia tōku māmā. my mother has been taken ill; kua tākinga meitaki ‘aia iāku i tōku maki‘anga. he took very good care of me when I was ill; kua emi mai tōna kōpapa nō te roa i tōna maki‘anga. his body was shrunk through his being ill for so long; nō Pine tērā ‘oro‘enua maki. that sick horse belongs to Pine. 2. n. Illness, disease. Kua pāmu‘ia tā mātou tōmāti ki te vairākau nō te maki. our tomato plants were sprayed with fungicide because of disease. Maki ‘akamate, paralysis. Maki ‘eke‘eke, elephantiasis. Maki marama, monthly period. Maki mate, plague, deadly disease. Ka ta atu ei ia koe, e toou au tangata, i te maki-mate. (I) will smite thee and thy people with pestilence (Ex. 9.15). Maki mokotua, back trouble. Maki marō, tuberculosis. Maki pupū, any eruptive disease. Maki rūketekete, convulsive fit (in babies), rigor (in adults). Maki tāpiri, maki tūpāpaku, possession, hysteria. Maki ‘uti, fits, tetanus. Maki va‘ine, menses. (cf. riu.) (See makimaki, ‘akamaki-(maki).)"
maki-,"2, see makitoro."
-maki,"3, see arumaki."
-maki,"4, see ‘akakoromaki. mākikitu, v.i. Hard, stiff (N.G.Pt dial., cf. Rar. mārō)."
makimaki,", (-a), v.i. Poorly, unwell; sickly, often or intermittently ill, delicate (of constitution). Kua makimaki te pēpe i te nga‘ā‘anga mai te ni‘o. the baby was poorly when he was teething; nō te makimaki iāia, nō reira kua no‘o ‘aia ki te kāinga mei te ‘anga‘anga. he hasn’t been very well, that is why he has stayed home from work; tē makimaki mai nei te rū‘au. the old man is beginning to ail now. [maki1 RR.]"
makini,", v.i. Feel pinched, nipped or squeezed; tingle. Kua makini tōna vaevae i te tāmaka ‘ōu. the new shoes pinched his feet. [ma-2, -kini2.] mākinikini, v.i. Tingle, feel pins and needles in a limb. Kua mākinikini tōna rima i te ‘oki‘anga mai o te toto. his arm tingled as the circulation returned. [makini Rr.] mākinÈto, n. Magneto. [Eng. magneto.] mākirāta, v.i. To dawn. E kia makirata, e kake ei te etu popongi. until day dawns and the daystar rises (2 Pet. 1.19). [makiri-ā-ata, glimmering of first light.]"
makiri,", v.i. Have slight, vague or indistinct sense of knowledge of something, have an inkling, glimmering or suspicion. Kua makiri ‘aia i tēia au tuatua, inārā kāre ‘aia e ‘inangaro i te tā‘iku ‘ua atu ki tēta‘i. he knew a little bit about these stories that are going around, but he didn’t like to say anything about it to anyone; kua kite makiri ‘ua au, kāre ē ko te katoa‘anga o te tuatua. I only know a bit about it, not the whole story; kua ‘akarongo makiri ‘aia i te tuatua o te moni a tōna metua, inārā kāre e rauka iāia i te ‘akapāpū. he had heard something of the story of his father’s money, but he couldn’t be sure about it; kua kite makiri ‘aia i te au mea tei tupu ki te ‘enua o tōna metua. he had an inkling of what happened to his father’s land. [? Pn. *ma-kila.] mākirikiri, v.i., fq. makiri, q.v. Have slight knowledge. ‘E mānga mākirikiri rāi tōku i te tumu i ‘aere mai ei te ‘akavā i te ‘ārāvei iāia. I’ve got a few vague ideas why the police have been to see him; kāre koe i ‘akarongo mākirikiri ana i tēia tuatua? haven’t you been hearing anything at all about these things? mākitakita, (-‘ia), v.i. Feel anger, indigna-tion, hate, detest. ‘Auraka kōtou e māki-takita mai i tāku au tuatua. don’t take offence at my remarks; ‘e ‘anga‘anga mākitakita tēia nāku i te rave. I detest doing this job; ‘e tangata mākitakita ‘aia i te tamariki mē ‘aere nā runga i tōna ‘enua. he gets wild with the children when they trespass on his land; e makitakitaia mai kotou e te tangata ravarai i toku nei ingoa. ye shall be hated of all men for my name’s sake (Mark 13.13). (See ‘aka-mākitakita.) [mā-9, ? *-kita = keta, RR.]"
makitoro,", v.i. Search, investigate or examine painstakingly, pursue a matter with deliberation and diligence. Kua makitoro mārie te taote i te tupu‘anga te maki o te va‘ine. the doctor made a thorough investigation when the woman became ill; kua kimi makitoro ‘aia, he searched diligently. [maki-2, toro1.]"
mako,", v.i. Diligent, careful, heedful, well behaved; diligence etc. Mē mako koe i tā‘au ‘anga‘anga ka ‘ōronga atu au ‘ē rua ‘epetoma ‘ōrotē nō‘ou. if you are diligent with your work, I‘ll give you two weeks holiday; mē ‘anga‘anga mako koe, if you work well; ‘e tangata mako ‘aia i te ‘ākono i tāna ‘apinga tanu. he is a man who takes great care of his crops. mako kore, careless, negligent, slovenly, badly behaved. kā kī te kaingākai i te parā kai mē kaikai makokore koe. you‘ll get crumbs and splashes all over the table if you eat in such a slovenly way; ‘auraka koe e makokore i te au ‘apinga kāmuta a tō‘ou metua. don’t misuse your father’s carpentry tools. (See ‘akamako.) mākokoi, mākoikoi, mākukui, mākui-kui, v.i. 1. Sharp pointed, sharp point. Kua makukui roa ia ta ratou au kakao. since their arrows are sharp (Is. 5.28); ki te makuikui o (te) korare, with the sharp end of the spear (2 Sam. 2.23). 2. Quick, nimble and sharp (in movement). [mā-9, koi1 rR and RR.] mākona1, n. 1. Leader of a fishing party. Kua ‘akaue te mākona i te ravākai kia tuku i te kupenga ma te māniania kore. the leader ordered the fishermen to lower the nets without making a noise. 2. Captain of a pua (disc-throwing) team, (Ma‘uke dial.). mākona2, v.i. Full up with food, having had enough to eat (Penrhyn dial.). Kua mākona au. I‘m full up. [Pn. *maa-kona.] mākuikui, see mākokoi. mākukui, see mākokoi."
makuru,", v.i. Fall off, tumble out (N.G.Pt, dial., cf. Rar. pururū, marere). Tēnā ‘ua te vī makuru ‘ei ‘āngai puaka. there are the fallen mangoes as food for the pigs. [Pn. *makulu.]"
mama,"1, 1. v.i. Issue, emerge, spring out, appear. Kua mama mai te vai mei raro mai i te va‘arua. water issued from the hole in the ground; ko te ngā‘i mama tēia i te vaka. this is where the canoe is leaking; kua mama maira tetai angela a te Atu kiaia. and there appeared unto him an angel of the Lord (Luke 1.11). Kō mama, to stab right through (so that the point emerges). Ka unui ana i te koke naau ra, e ko mai iaku kia mama rava. draw your sword and run me right through with it (1 Sam. 31.4). 2. (-‘ia). Disseminate by word of mouth. Nā‘au e mama i te tuatua ki ngā muāvaka. you spread the news to the settlements; kua mama maī ra te reo mei roto mai i te pū ngāngā‘ere kā. a voice issued from the burning bush. [Pn. *mama1.]"
mama,"2, 1. (mamā‘ia). Chew. E mama i te kai kia marū. chew the food up well. 2. n. A mouthful (chewed but not yet swallowed). E kai koe i tēnā mama i roto i tō‘ou va‘a kia pou ka tāuru ‘aka‘ou ei koe. eat up what you have got in your mouth before you put any more in. (See (‘aka)-‘āmama, (‘aka)‘āmamamama; mamaiti.) [Pn. *mama2.] māmā1, v.i. 1. Light (in weight). E te māmā nei taku apainga. and my burden is light (Matt. 11.30); ka maranga ia māua i te ‘apai i te vaka ki roto i te tai nō te māmā. it will be easy for us to carry the canoe into the sea because it is light; ‘e māmā atu ia i te reva ‘ua nei. it is lighter than air. Ate māmā, faint-hearted. Kāre e tano te aronga ate māmā kia ‘aere ki te tamaki. faint hearts shouldn’t go to fight. 2. Easy. ‘E ‘anga‘anga māmā ‘ua tēnā i te rave. that is an easy thing to do. 3. Cheap (usu. with ‘oko buy, sell, price). Ka viviki tā‘au kai i te pou mē ‘oko māmā koe. you will soon clear your (stocks of) food if you sell it cheap; kua tuku māmā ‘aia i te ‘oko. he fixed a low price; tēia te ‘are toa ‘oko māmā. this is a cheap shop. (See atemāmā, tāmāmā.) [Pn. *ma‘a-ma‘a1.] māmā2, n. Mother. Kua auē tōna māmā i tōna takakē‘anga. his mother cried when he went away; nā taku māmā i kite i tēnā ‘apinga ki roto i te tai. my mother found that thing in the sea. Māmā ‘ānau, natural mother. Māmā ‘āngai, foster-mother. Māmā rū‘au, grandmother (or great-grandmother etc.). (cf. tupuna.)"
